"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009505","GO:0009505","plant-type cell wall","7/65","235/25052",2.56211861135973e-06,4.61181350044751e-05,2.96666365525863e-05,"TED6/ATLMCO4/GLP10/PRX56/TED7/Prx66/GASA10",7
"GO:0005764","GO:0005764","lysosome","2/65","45/25052",0.00610721789281388,0.0467232795878491,0.0300559108459848,"XCP2/XCP1",2
"GO:0000323","GO:0000323","lytic vacuole","2/65","51/25052",0.00778721326464152,0.0467232795878491,0.0300559108459848,"XCP2/XCP1",2
"GO:0000325","GO:0000325","plant-type vacuole","3/65","177/25052",0.010992303135726,0.0494653641107672,0.0318198248665754,"AtDMP2/DMP4/XCP1",3
"GO:0048046","GO:0048046","apoplast","3/65","298/25052",0.0424115369798616,0.115587910660421,0.074354796331265,"ARAF/AtMC9/BGAL6",3
"GO:0009705","GO:0009705","plant-type vacuole membrane","2/65","129/25052",0.0443318742391553,0.115587910660421,0.074354796331265,"AtDMP2/DMP4",2
"GO:0005615","GO:0005615","extracellular space","2/65","130/25052",0.0449508541457193,0.115587910660421,0.074354796331265,"XCP2/XCP1",2
"GO:0005887","GO:0005887","integral component of plasma membrane","1/65","97/25052",0.223134694890267,0.502053063503102,0.322958111025387,"NA",1
"GO:0005874","GO:0005874","microtubule","1/65","169/25052",0.356310312113301,0.527653486684823,0.339426219504857,"NA",1
"GO:0099503","GO:0099503","secretory vesicle","1/65","173/25052",0.363010255875087,0.527653486684823,0.339426219504857,"ARAF",1
"GO:0099081","GO:0099081","supramolecular polymer","1/65","184/25052",0.381083073716817,0.527653486684823,0.339426219504857,"NA",1
"GO:0099512","GO:0099512","supramolecular fiber","1/65","184/25052",0.381083073716817,0.527653486684823,0.339426219504857,"NA",1
"GO:0099513","GO:0099513","polymeric cytoskeletal fiber","1/65","184/25052",0.381083073716817,0.527653486684823,0.339426219504857,"NA",1
"GO:0015630","GO:0015630","microtubule cytoskeleton","1/65","255/25052",0.486173394172095,0.597715444848542,0.384495315399647,"NA",1
"GO:0031226","GO:0031226","intrinsic component of plasma membrane","1/65","271/25052",0.507311307444546,0.597715444848542,0.384495315399647,"NA",1
"GO:0099080","GO:0099080","supramolecular complex","1/65","290/25052",0.531302617643149,0.597715444848542,0.384495315399647,"NA",1
"GO:0005856","GO:0005856","cytoskeleton","1/65","348/25052",0.597646215695026,0.632801875441792,0.407065533909925,"NA",1
"GO:0016021","GO:0016021","integral component of membrane","1/65","418/25052",0.665495626500071,0.665495626500071,0.428096601842151,"NA",1
