"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009813","GO:0009813","flavonoid biosynthetic process","5/35","78/21826",1.52777799725018e-07,4.15555615252049e-05,3.15204723643195e-05,"ATRHM1/BRT1/A11/AtCHIL/ATMYB111",5
"GO:0009812","GO:0009812","flavonoid metabolic process","5/35","94/21826",3.90015075689404e-07,5.30420502937589e-05,4.0233134123749e-05,"ATRHM1/BRT1/A11/AtCHIL/ATMYB111",5
"GO:0009943","GO:0009943","adaxial/abaxial axis specification","3/35","28/21826",1.20392742969052e-05,0.000980374963713874,0.0007436280684517,"AS2/ATHB-14/ZPR1",3
"GO:0009733","GO:0009733","response to auxin","6/35","337/21826",1.44172788781452e-05,0.000980374963713874,0.0007436280684517,"ATRHM1/SAUR26/A11/SAUR16/AIL5/ATHB53",6
"GO:0009955","GO:0009955","adaxial/abaxial pattern specification","3/35","41/21826",3.86196496898686e-05,0.00210090894312885,0.00159356870299247,"AS2/ATHB-14/ZPR1",3
"GO:0009411","GO:0009411","response to UV","4/35","126/21826",4.8263332926161e-05,0.0021879377593193,0.00165958127254869,"4CL3/DRT100/A11/ATMYB111",4
"GO:0009798","GO:0009798","axis specification","3/35","48/21826",6.21808644325907e-05,0.00241617073223781,0.00183269916222373,"AS2/ATHB-14/ZPR1",3
"GO:0003002","GO:0003002","regionalization","4/35","179/21826",0.00018777436071138,0.0063843282641869,0.00484260193413558,"AS2/ATHB-14/ZPR1/AIL5",4
"GO:0007389","GO:0007389","pattern specification process","4/35","212/21826",0.000357765615482552,0.00975258092433314,0.00739746850297715,"AS2/ATHB-14/ZPR1/AIL5",4
"GO:0051553","GO:0051553","flavone biosynthetic process","2/35","19/21826",0.00041992705057999,0.00975258092433314,0.00739746850297715,"ATRHM1/ATMYB111",2
"GO:0051555","GO:0051555","flavonol biosynthetic process","2/35","19/21826",0.00041992705057999,0.00975258092433314,0.00739746850297715,"ATRHM1/ATMYB111",2
"GO:0051552","GO:0051552","flavone metabolic process","2/35","20/21826",0.00046611600006004,0.00975258092433314,0.00739746850297715,"ATRHM1/ATMYB111",2
"GO:0051554","GO:0051554","flavonol metabolic process","2/35","20/21826",0.00046611600006004,0.00975258092433314,0.00739746850297715,"ATRHM1/ATMYB111",2
"GO:0009944","GO:0009944","polarity specification of adaxial/abaxial axis","2/35","23/21826",0.000618798398087233,0.0120223688771234,0.00911913428760133,"AS2/ATHB-14",2
"GO:0048437","GO:0048437","floral organ development","4/35","255/21826",0.000716687092350195,0.0129959259412835,0.00985759088425532,"HDG12/AS2/ATHB-14/ATWRKY70",4
"GO:0065001","GO:0065001","specification of axis polarity","2/35","27/21826",0.000855041795474789,0.0145357105230714,0.0110255389416486,"AS2/ATHB-14",2
"GO:0080167","GO:0080167","response to karrikin","3/35","127/21826",0.0010990366583483,0.0175845865335728,0.0133381538722146,"BRT1/A11/AtCHIL",3
"GO:0046148","GO:0046148","pigment biosynthetic process","3/35","149/21826",0.00173873968587214,0.0262742885865123,0.0199294139433298,"ATRHM1/BRT1/ATMYB111",3
"GO:0042440","GO:0042440","pigment metabolic process","3/35","181/21826",0.00302049239199594,0.0432407331906787,0.0327986985502052,"ATRHM1/BRT1/ATMYB111",3
"GO:0010224","GO:0010224","response to UV-B","2/35","73/21826",0.00611287781402261,0.0791763221625786,0.0600563434360116,"A11/ATMYB111",2
"GO:0042127","GO:0042127","regulation of cell population proliferation","2/35","73/21826",0.00611287781402261,0.0791763221625786,0.0600563434360116,"ATRHM1/CLEL",2
"GO:0009908","GO:0009908","flower development","4/35","488/21826",0.0074685499923068,0.0923384362685205,0.0700399903584753,"HDG12/AS2/ATHB-14/ATWRKY70",4
"GO:0048532","GO:0048532","anatomical structure arrangement","2/35","85/21826",0.00820483682646739,0.0951069297563479,0.0721399312393351,"ATHB-14/ZPR1",2
"GO:0009734","GO:0009734","auxin-activated signaling pathway","2/35","86/21826",0.00839178791967775,0.0951069297563479,0.0721399312393351,"ATRHM1/AIL5",2
"GO:0010026","GO:0010026","trichome differentiation","2/35","88/21826",0.00877142077334262,0.0954330580139677,0.0723873040663222,"HDG12/ZFP8",2
"GO:0008283","GO:0008283","cell population proliferation","2/35","93/21826",0.00975364113770563,0.102038091902151,0.0773973142911054,"ATRHM1/CLEL",2
"GO:0071365","GO:0071365","cellular response to auxin stimulus","2/35","107/21826",0.0127499816701826,0.128444259788506,0.0974267605206935,"ATRHM1/AIL5",2
"GO:0060918","GO:0060918","auxin transport","2/35","114/21826",0.0143803107812486,0.12943547646564,0.0981786121798196,"ATRHM1/CLEL",2
"GO:0009914","GO:0009914","hormone transport","2/35","117/21826",0.015105279797018,0.12943547646564,0.0981786121798196,"ATRHM1/CLEL",2
"GO:0009864","GO:0009864","induced systemic resistance, jasmonic acid mediated signaling pathway","1/35","10/21826",0.0159239558320136,0.12943547646564,0.0981786121798196,"ATWRKY70",1
"GO:0009966","GO:0009966","regulation of signal transduction","3/35","333/21826",0.0160617645950194,0.12943547646564,0.0981786121798196,"ATRHM1/ZFP8/ATWRKY70",3
"GO:0023051","GO:0023051","regulation of signaling","3/35","338/21826",0.0167075379092571,0.12943547646564,0.0981786121798196,"ATRHM1/ZFP8/ATWRKY70",3
"GO:0010646","GO:0010646","regulation of cell communication","3/35","342/21826",0.0172346030729519,0.12943547646564,0.0981786121798196,"ATRHM1/ZFP8/ATWRKY70",3
"GO:0009963","GO:0009963","positive regulation of flavonoid biosynthetic process","1/35","12/21826",0.0190790549388942,0.12943547646564,0.0981786121798196,"ATMYB111",1
"GO:0080060","GO:0080060","integument development","1/35","12/21826",0.0190790549388942,0.12943547646564,0.0981786121798196,"ATHB-14",1
"GO:0009698","GO:0009698","phenylpropanoid metabolic process","2/35","133/21826",0.0192301792418591,0.12943547646564,0.0981786121798196,"4CL3/BRT1",2
"GO:0048527","GO:0048527","lateral root development","2/35","134/21826",0.0195021105484829,0.12943547646564,0.0981786121798196,"AIL5/CLEL",2
"GO:0019748","GO:0019748","secondary metabolic process","3/35","363/21826",0.0201546631558726,0.12943547646564,0.0981786121798196,"4CL3/BRT1/ATWRKY70",3
"GO:0010120","GO:0010120","camalexin biosynthetic process","1/35","14/21826",0.0222243264334183,0.12943547646564,0.0981786121798196,"ATWRKY70",1
"GO:0045596","GO:0045596","negative regulation of cell differentiation","1/35","14/21826",0.0222243264334183,0.12943547646564,0.0981786121798196,"HDG12",1
"GO:0052317","GO:0052317","camalexin metabolic process","1/35","14/21826",0.0222243264334183,0.12943547646564,0.0981786121798196,"ATWRKY70",1
"GO:0048528","GO:0048528","post-embryonic root development","2/35","147/21826",0.0231833210108503,0.12943547646564,0.0981786121798196,"AIL5/CLEL",2
"GO:0009403","GO:0009403","toxin biosynthetic process","1/35","15/21826",0.0237932861150073,0.12943547646564,0.0981786121798196,"ATWRKY70",1
"GO:0009700","GO:0009700","indole phytoalexin biosynthetic process","1/35","15/21826",0.0237932861150073,0.12943547646564,0.0981786121798196,"ATWRKY70",1
"GO:0045995","GO:0045995","regulation of embryonic development","1/35","15/21826",0.0237932861150073,0.12943547646564,0.0981786121798196,"AIL5",1
"GO:0046217","GO:0046217","indole phytoalexin metabolic process","1/35","15/21826",0.0237932861150073,0.12943547646564,0.0981786121798196,"ATWRKY70",1
"GO:0052314","GO:0052314","phytoalexin metabolic process","1/35","15/21826",0.0237932861150073,0.12943547646564,0.0981786121798196,"ATWRKY70",1
"GO:0052315","GO:0052315","phytoalexin biosynthetic process","1/35","15/21826",0.0237932861150073,0.12943547646564,0.0981786121798196,"ATWRKY70",1
"GO:1900056","GO:1900056","negative regulation of leaf senescence","1/35","15/21826",0.0237932861150073,0.12943547646564,0.0981786121798196,"ATWRKY70",1
"GO:1905622","GO:1905622","negative regulation of leaf development","1/35","15/21826",0.0237932861150073,0.12943547646564,0.0981786121798196,"ATWRKY70",1
"GO:0009299","GO:0009299","mRNA transcription","1/35","16/21826",0.0253598000293613,0.130148407697854,0.0987193804519329,"HBI1",1
"GO:0009862","GO:0009862","systemic acquired resistance, salicylic acid mediated signaling pathway","1/35","16/21826",0.0253598000293613,0.130148407697854,0.0987193804519329,"ATWRKY70",1
"GO:0010072","GO:0010072","primary shoot apical meristem specification","1/35","16/21826",0.0253598000293613,0.130148407697854,0.0987193804519329,"ATHB-14",1
"GO:0010315","GO:0010315","auxin efflux","1/35","17/21826",0.0269238718770903,0.130773091974439,0.0991932121787539,"ATRHM1",1
